NAACCR XML ID,NAACCR Number,Name,Start Column,Length,Record Types,Parent XML Element,Data Type
csPostrxExtension,2775,"CS PostRx Extension",1095,3,"A,M,C,I",Tumor,digits
csPostrxLymphNodes,2780,"CS PostRx Lymph Nodes",1098,3,"A,M,C,I",Tumor,digits
csPostrxMetsAtDx,2785,"CS PostRx Mets at DX",1101,2,"A,M,C,I",Tumor,digits
csPostrxTumorSize,2770,"CS PostRx Tumor Size",1092,3,"A,M,C,I",Tumor,digits
csPrerxExtension,2735,"CS PreRx Extension",1081,3,"A,M,C,I",Tumor,digits
csPrerxLymphNodes,2750,"CS PreRx Lymph Nodes",1085,3,"A,M,C,I",Tumor,digits
csPrerxMetsAtDx,2760,"CS PreRx Mets at DX",1089,2,"A,M,C,I",Tumor,digits
csPrerxMetsEval,2765,"CS PreRx Mets Eval",1091,1,"A,M,C,I",Tumor,digits
csPrerxRegNodesEval,2755,"CS PreRx Reg Nodes Eval",1088,1,"A,M,C,I",Tumor,digits
csPrerxTumSzExtEval,2740,"CS PreRx Tum Sz/Ext Eval",1084,1,"A,M,C,I",Tumor,digits
csPrerxTumorSize,2730,"CS PreRx Tumor Size",1078,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor1,2880,"CS Site-Specific Factor 1",1003,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor10,2864,"CS Site-Specific Factor10",1030,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor11,2865,"CS Site-Specific Factor11",1033,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor12,2866,"CS Site-Specific Factor12",1036,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor13,2867,"CS Site-Specific Factor13",1039,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor14,2868,"CS Site-Specific Factor14",1042,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor15,2869,"CS Site-Specific Factor15",1045,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor16,2870,"CS Site-Specific Factor16",1048,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor17,2871,"CS Site-Specific Factor17",1051,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor18,2872,"CS Site-Specific Factor18",1054,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor19,2873,"CS Site-Specific Factor19",1057,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor2,2890,"CS Site-Specific Factor 2",1006,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor20,2874,"CS Site-Specific Factor20",1060,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor21,2875,"CS Site-Specific Factor21",1063,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor22,2876,"CS Site-Specific Factor22",1066,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor23,2877,"CS Site-Specific Factor23",1069,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor24,2878,"CS Site-Specific Factor24",1072,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor25,2879,"CS Site-Specific Factor25",1075,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor3,2900,"CS Site-Specific Factor 3",1009,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor4,2910,"CS Site-Specific Factor 4",1012,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor5,2920,"CS Site-Specific Factor 5",1015,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor6,2930,"CS Site-Specific Factor 6",1018,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor7,2861,"CS Site-Specific Factor 7",1021,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor8,2862,"CS Site-Specific Factor 8",1024,3,"A,M,C,I",Tumor,digits
csSiteSpecificFactor9,2863,"CS Site-Specific Factor 9",1027,3,"A,M,C,I",Tumor,digits
csTumorSize,2800,"CS Tumor Size",985,3,"A,M,C,I",Tumor,digits
csTumorSizeExtEval,2820,"CS Tumor Size/Ext Eval",991,1,"A,M,C,I",Tumor,digits
csVersionDerived,2936,"CS Version Derived",1173,6,"A,M,C,I",Tumor,digits
csVersionInputCurrent,2937,"CS Version Input Current",1161,6,"A,M,C,I",Tumor,digits
csVersionInputOriginal,2935,"CS Version Input Original",1167,6,"A,M,C,I",Tumor,digits
date1stCrsRxCoc,1270,"Date 1st Crs RX CoC",1446,8,"A,M,C,I",Tumor,date
date1stCrsRxCocFlag,1271,"Date 1st Crs RX CoC Flag",1454,2,"A,M,C,I",Tumor,digits
dateCaseCompleted,2090,"Date Case Completed",1959,8,"A,M,C,I",Tumor,date
dateCaseCompletedCoc,2092,"Date Case Completed--CoC",1967,8,"A,M,C,I",Tumor,date
dateCaseInitiated,2085,"Date Case Initiated",1951,8,"A,M,C,I",Tumor,date
dateCaseLastChanged,2100,"Date Case Last Changed",1975,8,"A,M,C,I",Tumor,date
dateCaseReportExported,2110,"Date Case Report Exported",1983,8,"A,M,C,I",Tumor,date
dateCaseReportLoaded,2112,"Date Case Report Loaded",1999,8,"A,M,C,I",Tumor,date
dateCaseReportReceived,2111,"Date Case Report Received",1991,8,"A,M,C,I",Tumor,date
dateConclusiveDx,443,"Date Conclusive DX",567,8,"A,M,C,I",Tumor,date
dateConclusiveDxFlag,448,"Date Conclusive DX Flag",575,2,"A,M,C,I",Tumor,digits
dateInitialRxSeer,1260,"Date Initial RX SEER",1436,8,"A,M,C,I",Tumor,date
dateInitialRxSeerFlag,1261,"Date Initial RX SEER Flag",1444,2,"A,M,C,I",Tumor,digits
dateOf1stContact,580,"Date of 1st Contact",745,8,"A,M,C,I",Tumor,date
dateOf1stContactFlag,581,"Date of 1st Contact Flag",753,2,"A,M,C,I",Tumor,digits
dateOfBirth,240,"Date of Birth",196,8,"A,M,C,I",Patient,date
dateOfBirthFlag,241,"Date of Birth Flag",204,2,"A,M,C,I",Patient,digits
dateOfDeathCanada,1755,"Date of Death--Canada",2280,8,"A,M,C,I",Patient,date
dateOfDeathCanadaFlag,1756,"Date of Death--Canada Flag",2288,2,"A,M,C,I",Patient,digits
dateOfDiagnosis,390,"Date of Diagnosis",530,8,"A,M,C,I",Tumor,date
dateOfDiagnosisFlag,391,"Date of Diagnosis Flag",538,2,"A,M,C,I",Tumor,digits
dateOfInptAdm,590,"Date of Inpt Adm",755,8,"A,M,C,I",Tumor,date
dateOfInptAdmFlag,591,"Date of Inpt Adm Flag",763,2,"A,M,C,I",Tumor,digits
dateOfInptDisch,600,"Date of Inpt Disch",765,8,"A,M,C,I",Tumor,date
dateOfInptDischFlag,601,"Date of Inpt Disch Flag",773,2,"A,M,C,I",Tumor,digits
dateOfLastContact,1750,"Date of Last Contact",2116,8,"A,M,C,I",Patient,date
dateOfLastContactFlag,1751,"Date of Last Contact Flag",2124,2,"A,M,C,I",Patient,digits
dateOfMultTumors,445,"Date of Mult Tumors",579,8,"A,M,C,I",Tumor,date
dateOfMultTumorsFlag,439,"Date of Mult Tumors Flag",587,2,"A,M,C,I",Tumor,digits
dateTumorRecordAvailbl,2113,"Date Tumor Record Availbl",2007,8,"A,M,C,I",Tumor,date
dcStateFileNumber,2380,"DC State File Number",3878,6,"A,M,C",Patient,text
derivedAjcc6M,2980,"Derived AJCC-6 M",1109,2,"A,M,C,I",Tumor,digits
derivedAjcc6MDescript,2990,"Derived AJCC-6 M Descript",1111,1,"A,M,C,I",Tumor,text
derivedAjcc6N,2960,"Derived AJCC-6 N",1106,2,"A,M,C,I",Tumor,digits
derivedAjcc6NDescript,2970,"Derived AJCC-6 N Descript",1108,1,"A,M,C,I",Tumor,text
derivedAjcc6StageGrp,3000,"Derived AJCC-6 Stage Grp",1112,2,"A,M,C,I",Tumor,digits
derivedAjcc6T,2940,"Derived AJCC-6 T",1103,2,"A,M,C,I",Tumor,digits
derivedAjcc6TDescript,2950,"Derived AJCC-6 T Descript",1105,1,"A,M,C,I",Tumor,text
derivedAjcc7M,3420,"Derived AJCC-7 M",1122,3,"A,M,C,I",Tumor,digits
derivedAjcc7MDescript,3422,"Derived AJCC-7 M Descript",1125,1,"A,M,C,I",Tumor,text
derivedAjcc7N,3410,"Derived AJCC-7 N",1118,3,"A,M,C,I",Tumor,digits
derivedAjcc7NDescript,3412,"Derived AJCC-7 N Descript",1121,1,"A,M,C,I",Tumor,text
derivedAjcc7StageGrp,3430,"Derived AJCC-7 Stage Grp",1126,3,"A,M,C,I",Tumor,digits
derivedAjcc7T,3400,"Derived AJCC-7 T",1114,3,"A,M,C,I",Tumor,digits
derivedAjcc7TDescript,3402,"Derived AJCC-7 T Descript",1117,1,"A,M,C,I",Tumor,text
derivedAjccFlag,3030,"Derived AJCC--Flag",1158,1,"A,M,C,I",Tumor,digits
derivedNeoadjuvRxFlag,3600,"Derived Neoadjuv Rx Flag",1157,1,"A,M,C,I",Tumor,digits
derivedPostrx7M,3490,"Derived PostRx-7 M",1150,2,"A,M,C,I",Tumor,digits
derivedPostrx7N,3482,"Derived PostRx-7 N",1147,3,"A,M,C,I",Tumor,digits
derivedPostrx7StgeGrp,3492,"Derived PostRx-7 Stge Grp",1152,3,"A,M,C,I",Tumor,digits
derivedPostrx7T,3480,"Derived PostRx-7 T",1144,3,"A,M,C,I",Tumor,digits
derivedPrerx7M,3460,"Derived PreRx-7 M",1137,3,"A,M,C,I",Tumor,digits
derivedPrerx7MDescrip,3462,"Derived PreRx-7 M Descrip",1140,1,"A,M,C,I",Tumor,digits
derivedPrerx7N,3450,"Derived PreRx-7 N",1133,3,"A,M,C,I",Tumor,digits
derivedPrerx7NDescrip,3452,"Derived PreRx-7 N Descrip",1136,1,"A,M,C,I",Tumor,digits
derivedPrerx7StageGrp,3470,"Derived PreRx-7 Stage Grp",1141,3,"A,M,C,I",Tumor,digits
derivedPrerx7T,3440,"Derived PreRx-7 T",1129,3,"A,M,C,I",Tumor,digits
derivedPrerx7TDescrip,3442,"Derived PreRx-7 T Descrip",1132,1,"A,M,C,I",Tumor,digits
derivedSeerClinStgGrp,3610,"Derived SEER Clin Stg Grp",858,5,"A,M,C,I",Tumor,text
derivedSeerCmbMSrc,3626,"Derived SEER Cmb M Src",885,1,"A,M,C,I",Tumor,digits
derivedSeerCmbNSrc,3624,"Derived SEER Cmb N Src",884,1,"A,M,C,I",Tumor,digits
derivedSeerCmbStgGrp,3614,"Derived SEER Cmb Stg Grp",863,5,"A,M,C,I",Tumor,text
derivedSeerCmbTSrc,3622,"Derived SEER Cmb T Src",883,1,"A,M,C,I",Tumor,digits
derivedSeerCombinedM,3620,"Derived SEER Combined M",878,5,"A,M,C,I",Tumor,text
derivedSeerCombinedN,3618,"Derived SEER Combined N",873,5,"A,M,C,I",Tumor,text
derivedSeerCombinedT,3616,"Derived SEER Combined T",868,5,"A,M,C,I",Tumor,text
derivedSeerPathStgGrp,3605,"Derived SEER Path Stg Grp",853,5,"A,M,C,I",Tumor,text
derivedSs1977,3010,"Derived SS1977",1155,1,"A,M,C,I",Tumor,digits
derivedSs1977Flag,3040,"Derived SS1977--Flag",1159,1,"A,M,C,I",Tumor,digits
derivedSs2000,3020,"Derived SS2000",1156,1,"A,M,C,I",Tumor,digits
derivedSs2000Flag,3050,"Derived SS2000--Flag",1160,1,"A,M,C,I",Tumor,digits
derivedSs2017,762,"Derived SS2017",894,1,"A,M,C,I",Tumor,digits
diagnosticConfirmation,490,"Diagnostic Confirmation",562,1,"A,M,C,I",Tumor,digits
diagnosticProc7387,2200,"Diagnostic Proc 73-87",1949,2,"A,M,C,I",Tumor,text
directlyAssignedSs2017,764,"Directly Assigned SS2017",895,1,"A,M,C,I",Tumor,digits
eodExtension,790,"EOD--Extension",909,2,"A,M,C,I",Tumor,text
eodExtensionProstPath,800,"EOD--Extension Prost Path",911,2,"A,M,C,I",Tumor,digits
eodLymphNodeInvolv,810,"EOD--Lymph Node Involv",913,1,"A,M,C,I",Tumor,text
eodOld13Digit,840,"EOD--Old 13 Digit",918,13,"A,M,C,I",Tumor,text
eodOld2Digit,850,"EOD--Old 2 Digit",931,2,"A,M,C,I",Tumor,text
eodOld4Digit,860,"EOD--Old 4 Digit",933,4,"A,M,C,I",Tumor,text
eodTumorSize,780,"EOD--Tumor Size",906,3,"A,M,C,I",Tumor,text
followUpContactCity,1842,"Follow-Up Contact--City",2208,50,"A,M,C,I",Tumor,text
followUpContactName,2394,"Follow-Up Contact--Name",3884,60,"A,M,C",Tumor,text
followUpContactNost,2392,"Follow-Up Contact--No&St",3944,60,"A,M,C",Tumor,text
followUpContactPostal,1846,"Follow-Up Contact--Postal",2260,9,"A,M,C,I",Tumor,digits
followUpContactState,1844,"Follow-Up Contact--State",2258,2,"A,M,C,I",Tumor,alpha
followUpContactSuppl,2393,"Follow-Up Contact--Suppl",4004,60,"A,M,C",Tumor,text
followUpSource,1790,"Follow-Up Source",2129,1,"A,M,C,I",Tumor,digits
followUpSourceCentral,1791,"Follow-up Source Central",2278,2,"A,M,C,I",Tumor,digits
followingRegistry,2440,"Following Registry",4295,10,"A,M,C",Tumor,digits
followupContactCountry,1847,"FollowUp Contact--Country",447,3,"A,M,C,I",Tumor,alpha
gisCoordinateQuality,366,"GIS Coordinate Quality",422,2,"A,M,C,I",Tumor,digits
grade,440,"Grade",555,1,"A,M,C,I",Tumor,digits
gradeIcdO1,1973,"Grade (73-91) ICD-O-1",1918,1,"A,M,C,I",Tumor,digits
gradePathSystem,449,"Grade Path System",557,1,"A,M,C,I",Tumor,digits
gradePathValue,441,"Grade Path Value",556,1,"A,M,C,I",Tumor,digits
histologicTypeIcdO3,522,"Histologic Type ICD-O-3",550,4,"A,M,C,I",Tumor,digits
histologyIcdO1,1971,"Histology (73-91) ICD-O-1",1913,4,"A,M,C,I",Tumor,digits
histologyIcdO2,420,"Histology (92-00) ICD-O-2",545,4,"A,M,C,I",Tumor,digits
icdO2ConversionFlag,1980,"ICD-O-2 Conversion Flag",1919,1,"A,M,C,I",Tumor,digits
icdO3ConversionFlag,2116,"ICD-O-3 Conversion Flag",2015,1,"A,M,C,I",Tumor,digits
icdRevisionComorbid,3165,"ICD Revision Comorbid",1185,1,"A,M,C,I",Tumor,digits
icdRevisionNumber,1920,"ICD Revision Number",2273,1,"A,M,C,I",Patient,digits
ihsLink,192,"IHS Link",421,1,"A,M,C,I",Patient,digits
industrySource,300,"Industry Source",216,1,"A,M,C,I",Tumor,digits
inpatientStatus,605,"Inpatient Status",775,1,"A,M,C,I",Tumor,digits
institutionReferredFrom,2410,"Institution Referred From",4315,10,"A,M,C",Tumor,text
institutionReferredTo,2420,"Institution Referred To",4335,10,"A,M,C",Tumor,text
laterality,410,"Laterality",544,1,"A,M,C,I",Tumor,digits
latitude,2352,"Latitude",4064,10,"A,M,C",Tumor,text
longitude,2354,"Longitude",4074,11,"A,M,C",Tumor,text
lymphVascularInvasion,1182,"Lymph-vascular Invasion",984,1,"A,M,C,I",Tumor,digits
maritalStatusAtDx,150,"Marital Status at DX",176,1,"A,M,C,I",Tumor,digits
medicalRecordNumber,2300,"Medical Record Number",3606,11,"A,M,C",Tumor,text
metsAtDxBone,1112,"Mets at DX-Bone",838,1,"A,M,C,I",Tumor,digits
metsAtDxBrain,1113,"Mets at DX-Brain",839,1,"A,M,C,I",Tumor,digits
metsAtDxDistantLn,1114,"Mets at DX-Distant LN",840,1,"A,M,C,I",Tumor,digits
metsAtDxLiver,1115,"Mets at DX-Liver",841,1,"A,M,C,I",Tumor,digits
metsAtDxLung,1116,"Mets at DX-Lung",842,1,"A,M,C,I",Tumor,digits
metsAtDxOther,1117,"Mets at DX-Other",843,1,"A,M,C,I",Tumor,digits
militaryRecordNoSuffix,2310,"Military Record No Suffix",3617,2,"A,M,C",Tumor,digits
morphCodingSysCurrent,470,"Morph Coding Sys--Current",560,1,"A,M,C,I",Tumor,digits
morphCodingSysOriginl,480,"Morph Coding Sys--Originl",561,1,"A,M,C,I",Tumor,digits
multTumRptAsOnePrim,444,"Mult Tum Rpt as One Prim",577,2,"A,M,C,I",Tumor,digits
multiplicityCounter,446,"Multiplicity Counter",589,2,"A,M,C,I",Tumor,digits
naaccrRecordVersion,50,"NAACCR Record Version",17,3,"A,M,C,I",NaaccrData,digits
nameAlias,2280,"Name--Alias",3466,40,"A,M,C",Patient,text
nameFirst,2240,"Name--First",3380,40,"A,M,C",Patient,text
nameLast,2230,"Name--Last",3340,40,"A,M,C",Patient,text
nameMaiden,2390,"Name--Maiden",3506,40,"A,M,C",Patient,text
nameMiddle,2250,"Name--Middle",3420,40,"A,M,C",Patient,text
namePrefix,2260,"Name--Prefix",3460,3,"A,M,C",Patient,text
nameSpouseParent,2290,"Name--Spouse/Parent",3546,60,"A,M,C",Tumor,text
nameSuffix,2270,"Name--Suffix",3463,3,"A,M,C",Patient,text
nextFollowUpSource,1800,"Next Follow-Up Source",2130,1,"A,M,C,I",Tumor,digits
nhiaDerivedHispOrigin,191,"NHIA Derived Hisp Origin",418,1,"A,M,C,I",Patient,digits
npcrDerivedClinStgGrp,3650,"NPCR Derived Clin Stg Grp",896,4,"A,M,C,I",Tumor,text
npcrDerivedPathStgGrp,3655,"NPCR Derived Path Stg Grp",900,4,"A,M,C,I",Tumor,text
npcrSpecificField,3720,"NPCR Specific Field",1306,75,"A,M,C,I",Tumor,text
npiArchiveFin,3105,"NPI--Archive FIN",711,10,"A,M,C,I",Tumor,digits
npiFollowingRegistry,2445,"NPI--Following Registry",4285,10,"A,M,C",Tumor,digits
npiInstReferredFrom,2415,"NPI--Inst Referred From",4305,10,"A,M,C",Tumor,digits
npiInstReferredTo,2425,"NPI--Inst Referred To",4325,10,"A,M,C",Tumor,digits
npiPhysician3,2495,"NPI--Physician 3",4449,10,"A,M,C",Tumor,digits
npiPhysician4,2505,"NPI--Physician 4",4467,10,"A,M,C",Tumor,digits
npiPhysicianFollowUp,2475,"NPI--Physician--Follow-Up",4413,10,"A,M,C",Tumor,digits
npiPhysicianManaging,2465,"NPI--Physician--Managing",4395,10,"A,M,C",Tumor,digits
npiPhysicianPrimarySurg,2485,"NPI--Physician--Primary Surg",4431,10,"A,M,C",Tumor,digits
npiRegistryId,45,"NPI--Registry ID",20,10,"A,M,C,I",NaaccrData,digits
npiReportingFacility,545,"NPI--Reporting Facility",691,10,"A,M,C,I",Tumor,digits
occupationSource,290,"Occupation Source",215,1,"A,M,C,I",Tumor,digits
overRideAcsnClassSeq,1985,"Over-ride Acsn/Class/Seq",1891,1,"A,M,C,I",Tumor,digits
overRideAgeSiteMorph,1990,"Over-ride Age/Site/Morph",1896,1,"A,M,C,I",Tumor,digits
overRideCocSiteType,1987,"Over-ride CoC-Site/Type",1893,1,"A,M,C,I",Tumor,digits
overRideCs1,3750,"Over-ride CS 1",2016,1,"A,M,C,I",Tumor,digits
overRideCs10,3759,"Over-ride CS 10",2025,1,"A,M,C,I",Tumor,digits
overRideCs11,3760,"Over-ride CS 11",2026,1,"A,M,C,I",Tumor,digits
overRideCs12,3761,"Over-ride CS 12",2027,1,"A,M,C,I",Tumor,digits
overRideCs13,3762,"Over-ride CS 13",2028,1,"A,M,C,I",Tumor,digits
overRideCs14,3763,"Over-ride CS 14",2029,1,"A,M,C,I",Tumor,digits
overRideCs15,3764,"Over-ride CS 15",2030,1,"A,M,C,I",Tumor,digits
overRideCs16,3765,"Over-ride CS 16",2031,1,"A,M,C,I",Tumor,digits
overRideCs17,3766,"Over-ride CS 17",2032,1,"A,M,C,I",Tumor,digits
overRideCs18,3767,"Over-ride CS 18",2033,1,"A,M,C,I",Tumor,digits
overRideCs19,3768,"Over-ride CS 19",2034,1,"A,M,C,I",Tumor,digits
overRideCs2,3751,"Over-ride CS 2",2017,1,"A,M,C,I",Tumor,digits
overRideCs20,3769,"Over-ride CS 20",2035,1,"A,M,C,I",Tumor,digits
overRideCs3,3752,"Over-ride CS 3",2018,1,"A,M,C,I",Tumor,digits
overRideCs4,3753,"Over-ride CS 4",2019,1,"A,M,C,I",Tumor,digits
overRideCs5,3754,"Over-ride CS 5",2020,1,"A,M,C,I",Tumor,digits
overRideCs6,3755,"Over-ride CS 6",2021,1,"A,M,C,I",Tumor,digits
overRideCs7,3756,"Over-ride CS 7",2022,1,"A,M,C,I",Tumor,digits
overRideCs8,3757,"Over-ride CS 8",2023,1,"A,M,C,I",Tumor,digits
overRideCs9,3758,"Over-ride CS 9",2024,1,"A,M,C,I",Tumor,digits
overRideHistology,2040,"Over-ride Histology",1901,1,"A,M,C,I",Tumor,digits
overRideHospseqDxconf,1986,"Over-ride HospSeq/DxConf",1892,1,"A,M,C,I",Tumor,digits
overRideHospseqSite,1988,"Over-ride HospSeq/Site",1894,1,"A,M,C,I",Tumor,digits
overRideIllDefineSite,2060,"Over-ride Ill-define Site",1903,1,"A,M,C,I",Tumor,digits
overRideLeukLymphoma,2070,"Over-ride Leuk, Lymphoma",1904,1,"A,M,C,I",Tumor,digits
overRideReportSource,2050,"Over-ride Report Source",1902,1,"A,M,C,I",Tumor,digits
